title,body
"Identifying person in two 19th century photos (one from Hannover)?","<p>I found these 2 photographs in a cache of old family photos.  I suspect they are of my 2nd great grandfather.  I know from other sources that he was from Hannover and is the only family member that is from there.  The photos are mounted on cards with the photographer's studio ads on the back.</p>

<p>RFR: 12/5/2016  Added a 3rd photo that I believe is the same person taken much later in life.  This picture was taken in CT and I'm reasonably certain it is my 2nd great grandfather (the older, seated gentleman).  I have 2 other photos that have notes on the back positively identifying him but they are pretty poor quality.  The one feature that seems to be apparent even in those poor pictures is the corner of the mouth (his left hand side) and that seems to stand out in the 3 photos here.</p>

<p>My questions are:  </p>

<ul>
<li>Are these photos of the same person?</li>
<li>Approximate age of person in each photo?  Approximate date of the photos?</li>
<li>What kind of uniform is he wearing in the Hannover photo?</li>
<li>Any other info you can provide about the photographers, possible military units etc?</li>
</ul>

<p>My 2nd great grandfather was born in 1851 in Hannover (or that area), married and had at least 2 children in Germany, immigrated to Rockville, CT in 1882 or 1883.</p>

<p>With regards to the H Richer's photo...Following AndyW's suggestion led to a <a href=""http://www.fotorevers.eu/de/fotograf/Richers/2161/"" rel=""nofollow noreferrer"">link</a> showing a reverse of another Richer's photo.  That photo had a penciled 1913/04 that is identified as a 'Signatur' and seems to match the date cited for the photo (1913).  Do the penciled '57' and stamped 'A-6811' on my Richer's photo have some significance that can be used to date it?</p>

<p><a href=""https://i.stack.imgur.com/Uz2b5.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Uz2b5.jpg"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/XZMbM.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XZMbM.jpg"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/0dvEZ.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/0dvEZ.jpg"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/c2jRX.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/c2jRX.jpg"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/13DZi.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/13DZi.jpg"" alt=""enter image description here""></a></p>
"
"Meaning of term ""Alias"" in 1861 Lincolnshire parish baptism record?","<p>In the <a href=""http://www.lincstothepast.com/Baptisms/569464.record?ImageId=216850&amp;pt=T"" rel=""nofollow"">1861 parish baptism record</a> for a probable distant ancestor of mine it gives the parent surname for the baptism of Mary as ""NORWOOD alias DOBBS"". What precisely does this mean?  I guess someone is illegitimate here but I'm not sure who.</p>

<p>From other data I'm fairly sure that the father's name is DOBBS. Mary's GRO birth entry names her as Mary NORWOOD,and in her GRO marriage entry as Mary Norwood DOBBS.</p>

<p>In the 1840 baptism record of the father's sister Jane, the parent surname is entered as ""NORWOOD (DOBBS)"", which presumably also implies ""alias"", and suggests that the illegitimacy covers more than one generation. </p>

<hr>

<p>I can find no record of a marriage between Mary's parents in the GRO, and I have not checked the parish records as they are not online.</p>
"
"Simple way to visualize First Cousin marriage","<p>I came across some <strong>blood relations / intra family</strong> marriages like <em>first cousin marriages</em> in some of my family history books that I have. They are all documented as text in a family history book, not as a pedigree. I tried <a href=""http://myheritage.com"" rel=""nofollow"">MyHeritage.com</a> to draw such a tree, but no luck. I don't think I can loop back a child node to an ancestor and create a marriage relation, but has to create another duplicate tree.</p>

<p>Reading about <a href=""http://phylonetworks.blogspot.com/2014/01/albert-einsteins-consanguineous-marriage.html"" rel=""nofollow"">Albert Einstein's family history</a>, I came across such a <a href=""http://phylonetworks.blogspot.com/2014/01/albert-einsteins-consanguineous-marriage.html"" rel=""nofollow"">diagram</a>. Is this the right way to show a family tree which has first cousin marriages or is there a better way? Is there a software or website where I can do something like this?</p>
"
"Does the Church of Latter Day Saints perform a 'baptism for the dead' ritual for everyone they obtain records for?","<p>I have recently been to a family reunion in which we all offer updates to our branch of the family, such as births, deaths, graduations, etc. Therefore personal data about me, my kids and my parents is shared to a much broader group of relatives - hundreds of them - many of whom I do not know. I recently saw someone who is a member of the Church of Jesus Christ of Latter Day Saints, that I do not know, post questions about my great-grandmother on facebook asking for her death dates and burial location. Another member of the family then scanned and posted the family group sheet onto facebook. It is a closed group, but I still felt strange about what might happen to this information.</p>

<ol>
<li>Why does the LDS church search for genealogy records?  </li>
<li>What do they do with the information (besides store it and make it available to genealogy researchers)? i.e. what is the <strong><em>religious</em></strong> use of this data?  </li>
<li>If I have a member of the LDS church in my family, is it inevitable that they will perform a 'baptism for the dead' ritual for me, my kids, my parents, grandparents, etc. once we die?</li>
</ol>

<p>PLEASE NOTE: I am not a recluse or a luddite. I am not interested in hoarding or hiding my data away, or ceasing my own hobby/interest in genealogy research, but I am concerned about religious activities performed in my or my loved one's names that we are unaware of. Therefore I am seeking clarification on the above questions. Thanks.</p>
"
"Finding church records for Koselitz, Saxony, Germany?","<p>I am looking for the records of Lutheran Johan Mueller, born 22 June, 1826 in Koselitz, Saxony. He came to the US in 1845.</p>

<p>Where are church records now located for someone born in 1826 in Koselitz, Saxony, Germany?  Is there a parish in Koselitz?  If not, what parish does it belong to?</p>
"
"Family Tree as table in excel or similar format","<p>Is the table layout an accepted format for a family tree and how easy it to use such layout for creating a tree? I have seen such a one on the <a href=""http://www.genopro.com/help/table-layout/"" rel=""nofollow"">GenPro</a> website.</p>

<p>Although the graphical representation of a tree is easy to use for some younger generation, it is hard for older people to consume the relationship. I am looking for an alternate to present as a table where it starts with a person and show all the generations in a table. </p>

<p>For example ""Who is my cousin living in England?""</p>
"
"Meaning of source numbers in U.S. and International Marriage Records, 1560-1900","<p>There are 3 records in <a href=""http://search.ancestry.com/search/db.aspx?dbid=7836"" rel=""nofollow"">The U.S. and International Marriage Records, 1560-1900</a> about the marriage of Luke Lea and Elizabeth Wilson, showing two different birth states for her:</p>

<ul>
<li>Source number: 1307.136: North Carolina </li>
<li>Source number: 1307.082:
North Carolina </li>
<li>Source number: 23917.001: Lousiana</li>
</ul>

<p>The similarity in the first two source numbers makes me wonder if the two entries derive from the same source (e.g., one family Bible or pedigree).  Is that how source numbers work in that collection?  (In any event, I know that the frequency of a claim has no bearing on its truth.)</p>
"
"Record of 1890s UK consular marriage in Japan?","<p>In the 1890s there was consulate in Kobe, and I am trying to determine whether the consulate issued a particular certificate of marriage.</p>

<p>Did the consulate provide witness to such marriages?</p>

<p>If the consulate did  them, would there be records in The National Archives? </p>

<p>The candidate for my great-grandfather is Cecil Zohrab Ede. There are records of him in the National Archives but they concern his probate. </p>

<p>The National Archives sent this email to me.</p>

<blockquote>
  <p>Thank you for contacting the National Archives. Details of the types
  of record we hold for overseas marriages can be found here.
  (<a href=""http://www.nationalarchives.gov.uk/help-with-your-research/research-guides/birth-marriage-death-sea-or-abroad/"" rel=""nofollow"">http://www.nationalarchives.gov.uk/help-with-your-research/research-guides/birth-marriage-death-sea-or-abroad/</a>)</p>
</blockquote>

<p>I couldn't search for C.Z. Ede's records. Does anyone know how to do so remotely?</p>
"
"What are these abbreviations in a Verlustliste (zurueckgeh, krgef, A)?","<p>I'm looking at Verlustlisten 1. Weltkrieg, <a href=""http://des.genealogy.net/search/show/4367541"" rel=""noreferrer"">page 22.835: Peter Robert</a> (Bremerhaven) on genealogy.net.  In the entry, it says ""zurueckgeh.""  What does this mean?  I know other entries say things like ""leicht verwundet"" (lightly wounded) or ""gefallen"" (died).  Would ""zurueckgehen"" mean that he went home as a result of his wounds?  </p>

<p>One more abbreviation:  the entry says ""krgef"" - Kriegsgefangener, prisoner of war, no?  And this is followed by the letter ""A"".  What might the ""A"" mean?<a href=""https://i.stack.imgur.com/JLuGg.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/JLuGg.jpg"" alt=""Verlustlisten""></a></p>
"
"Finding birth/baptism record (ca 1845) for August E.F.Reichow in Germany?","<p>How would I find a birth/baptism record for my great grandfather (August E.F.Reichow 1845-1899) in order to identify his parents and siblings?</p>

<p>The timeline I have for him is:</p>

<ul>
<li>Left from Bremen in 1887 on the ship <em>Main</em> with:

<ul>
<li>Wife Charlotte Trader 1840-1907 and children:

<ul>
<li>son Hermann age 16</li>
<li>son Ernst/Edward age 9</li>
<li>daughter Auguste Ernestine age 7</li>
</ul></li>
</ul></li>
<li>Arrived New York 10, May 1887</li>
<li>He is buried in a plot purchased by Herman Reichow......maybe a brother?</li>
</ul>

<p>It has been mentioned that he may have had relatives in Kraatz, Germany.</p>
"
"What does it mean for two DNA half-matches to not match each other?","<p>I'm looking at my gedmatch.com kit <code>A951428</code> and found close matches at the same overlapping location of chromosome 3:</p>

<pre><code>Kit     Chr Start Pos   End Pos     cM      SNPs
F236166 3   25,435,600  38,396,796  14.3    3,053
F392491 3   30,260,499  42,524,347  11.9    2,767
F381005 3   30,531,357  42,392,580  11.4    2,643
</code></pre>

<p>Gedmatch says that F236166 is a half-match (yellow) in this region and that the F392491 and F381005 (who are closely related to each other) are also half-matches with a few scattered full matches (blue).</p>

<p>I compared <code>F236166</code> and <code>F392491</code> and got no overlap, so I assume that means they half match my kit on opposite sides of the DNA.  Does that suggest that the two kits with no overlap are completely unrelated and thus will not help refine the relationship between my kit and <code>F392491</code>?</p>

<p>I'm interested in tracking down the unknown relation that is suggested to be a 4th level cousin between my kit and <code>F392491</code> which only match at this location in chromosome 3, hence, I found overlapping matches at that location and only found this <code>F236166</code> kit for an overlapping position.</p>

<p>How might I use these DNA tools and data to get additional data points to help triangulate exactly how we are related?  I believe the relation is through the Austria region and have no paper records for my connections there, hence, DNA is my best hope at this point.</p>
"
