title,body
"Kegging process and serving PSI","<p>I'm now the proud owner of a corny keg. I just have a couple of questions about carbonating the beer and then what to do during / after serving.</p>

<p>As far as I'm aware, to carbonate the beer I just need to stick the Keg + Co2 tank at 10/12 PSI in a fridge at around 7C / 45f for a week.</p>

<p>Then I can turn the gas off to minimize leaking.</p>

<p>My first question is, <strong>what PSI to serve at</strong>?</p>

<p>I purchased <a href=""https://www.thehomebrewcompany.ie/flexitap-hose-and-out-disconnect-p-65.html"" rel=""nofollow"">this dispenser</a> + hose + tap solution which has me worried. The length of the tube is about 22cm or 8.66"". The width of the tube seems to be 5/16"" or 8mm. Material appears to be PVC braided vinyl. The height from the keg seems negligible given the length of the dispenser.</p>

<p>I have had a look at some of the <a href=""http://www.brewersfriend.com/2009/07/18/getting-a-good-pour-kegged-beer-co2-line-length-and-pressure/"" rel=""nofollow"">calculations</a> for dispensing the beer but I'm don't think I'm doing it right.</p>

<p>It seems that I would have to bleed the all the gas from the keg before serving and then set the pressure to about 1 PSI to get anything except foam out of it. Would I then have to set the pressure back to 10 PSI to ensure the beer stays carbonated?</p>

<p>I'm just wondering if I should bite the bullet and purchase something like <a href=""https://www.thehomebrewcompany.ie/beer-line-assembly-ball-lock-and-tap-p-2556.html"" rel=""nofollow"">this</a> to avoid any headaches when pouring day comes around.</p>

<p>Any advice is appreciated!</p>
"
"Homebrewing Soda, Safety Concerns","<p>I wanted to try making my own soda this summer, and finally got around to it 10 days ago. <strong>Here's the thing. I didn't have/use any specialized equipment.</strong> I boiled water with sugar ~15 minutes, and combined it in 2-liter soda bottles with cool tapwater (<strong>dangerous?</strong>), flavor extracts and sucralose and let it get colder. Then added champagne yeast. Then stashed them in a dark cupboard. Today, I poured a little into a cup and it's fizzy and smells like it has a bit of alcohol, too.</p>

<p>But I know microbes can really mess things up and I just wanted to ask: Could the method I used be dangerous? Is there a risk of me having unintentionally grown a life-threatening bacteria, like the one that causes botulism? Thanks in advance.</p>
"
"Sour Starter From Dregs","<p>I bought Nordic Saison from Hill Farmstead and loved it. I have a Saison recipe that I really like and I want to try and sour that. I took the dregs from a 750ml of the Nordic and threw it in a small starter (1.030). I'm including a photo after three days. It looks like things are going well but I need to create another starter to bolster the culture. Maybe a step up to 1.040 and maybe 1.5 liters this time. Can someone confirm this and include any tips?</p>

<p>Also I read some references (after the fact) to using an airlock with sour starters. What's the reason for this and did I ruin it by not doing that?</p>

<p><a href=""https://i.stack.imgur.com/VEelE.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/VEelE.jpg"" alt=""Sour Starter""></a></p>
"
"Should I use beer gas to dispense carbonated kegs?","<p>Suppose I have a keg of carbonated beer and a kegerator. Can I hook the keg up to beer gas (nitrogen, CO2 mix)? Would this affect the beer in any way, or would I have to carbonate with the beer gas to get any advantage to pushing with beer gas? Would I need a stout faucet? Longer lines to balance the system?</p>
"
"Regarding CO2 in my keg","<p>Just kegged my American Stout last night. Gave it a little agitation at 30 psi, then left it at serving pressure around 8-9psi. First taste, it's great! The only slight thing I noticed I can only describe as ""the taste of the smell of an empty keg that has been filed and pressurized with CO2"".</p>

<p>Am I right to think this is the flavor of partially carbonated beer and will mellow/balance out in a week at serving pressure?</p>

<p>It's completely tolerable, I don't even remotely mind the flavor, but just wondering if anyone has experience with this?</p>

<p>The IIPA I kegged and carbonated the night before was agitated for around 3-5 minutes at 30psi, but the beer was already cold crashed for a week so it instantly absorbed all of the gas and was perfect and ready to go. </p>
"
"Necessity of Fermentation Temp Control while Brewing in Rural Paraguay?","<p>I'll be brewing for my second time in Paraguay and have a quick question in regards to the summer conditions down here. How important is it to maintain the fermentation yeast temperature range after primary fermentation? My main issue here is the heat (I live in a small hut with no AC). Also when it comes to bottling, if it's in the high 80s will that simply equate to a faster carbonation time or it may also potentially have negative effects? </p>
"
"Racking flavour - too strong?","<p>i'm about to rack off my first batch of full-grain IPA. It's a small batch that has been fermenting about 14 days in a demijohn.</p>

<p>I tasted some briefly when racking and it tasted very strong which is not a bad thing but unexpected tbh. I thought maybe it's over fermented but after reading <a href=""https://homebrew.stackexchange.com/questions/3259/is-it-possible-to-over-ferment"">Is it possible to over-ferment?</a> post i am unsure that's the case.</p>

<p>Now don't get me wrong it tastes fine but just very strong. Apparently i'm to add some sugar water and condition in in the bottle - Will this mellow the flavour? </p>

<p>Any advise would be gratefully received!</p>

<p>Thanks all!</p>

<p>Rik</p>
"
"Krausening / Pitching Actively-Fermenting Wort","<p>I heard on one of the old Jamil shows that pitching actively-fermenting starter is a good way to get noticeable but subtle yeast character in a beer.  You need to start with an adequate amount of yeast, but basically to 'get the yeast going' before pitching it.  He was referring specifically to saisons, where you want a good amount, but (IMO) still subtle ester and phenol production, and a complete fermentation.  He was saying it was better to do this as opposed to purposely underpitching or fermenting hot, both of which are risky to say the least.  </p>

<p>We ended up trying this on two IPA's with Conan yeast (from which we wanted ester production) and the results were awesome.  78 and 82% attenuation with the esters we wanted.  </p>

<p>My question is does anyone know the science behind this method, assuming, as stated, equivalent pitch rates?  Why it creates SOME yeast 'character', but not too much?  The yeast are already in the growth phase, and I guess it would maybe minimize lag phase?</p>
"
"Think my fermentation is stuck","<p>I brewed my 5th homebrew this Saturday, an all-grain American stout.  By Sunday I had very minimal bubbling.  Monday there was a bit more but far less than my previous batches.  Today there are none.  I've never had a batch bubble this little.  Typically in 24-48 hours the bubbling is pretty intense.  Not so with this batch.  I rehydrated dry yeast (Nottingham) and pitched at the manufacturers recommended temp.  Should I re-pitch more yeast?  Is my brew bad?</p>
"
"Making a French Cider","<p>Ahoy! </p>

<p>I've been making ciders for last year (with more experience on beers and meads). Two things happened. I tried a french cider couple a month ago and I liked it to the point, that I won't mind making it myself. Also, 5 weeks ago I used French Saison Yeast (Wyeast 3711) on my common cider and on my session mead (both SG=1.050, FG=1.002). The result was fantastic (awesome aroma, taste and even appearance is somewhat close to the standard).</p>

<p>So, I've got some calcium chrolide for keeving in home environment, in couple of weeks I'll be getting a fresh pressed (early harvest) sweet cider from one of the local orchards. My question is, are there any restrictions on yeasts in French Ciders? All the recipes (not that many) suggest using like champaign yeasts. Would it be too odd and out of style if I use Saison Yeast?</p>

<p>Just trying to experiment a bit :)</p>
"
"My ginger beer is a thick sludge. Where might I have gone wrong?","<p>I'm a novice fermenter who loves ginger beer, so I thought I'd try to make my own. I ordered some ginger beer plant from these guys and followed their guide: <a href=""http://www.yemoos.com/gingerbeerguide.html"" rel=""nofollow"">http://www.yemoos.com/gingerbeerguide.html</a></p>

<p>For my first batch I added 1/2 cup white sugar, GBP, and the juice of 4"" of ginger root to a quart of water. I let it sit covered with cloth for 4 days, then I strained the liquid into two swingtop bottles and added 1 tsp. of white sugar to each bottle. I put the bottles in the fridge and ""burped"" them every day. After 3 days I tried the ginger beer, but it was too flat and sweet. The problem seemed obvious to me: I didn't allow enough time, and the fridge was too cold, for good fermentation.</p>

<p>For the second batch I added 1/4 cup white sugar, 1/4 cup light brown sugar, the GBP I separated from the 1st batch, and ginger juice to a quart of water. This time I let it sit for 7 days. I strained the liquid into 2 bottles again, but did not add extra sugar (I think I must have been scared of too much sweetness at the end). I did not put the bottles in the fridge but let them sit for 7 more days, opening them daily to release pressure (of which there didn't seem to be any).</p>

<p>Today I poured one of the bottles into a glass and a thick sludge came out. I tried a sip, and it did seem to have an alcohol bite to it, but this is definitely not what I had in mind.</p>

<p>What did I make? Is it salvageable in any way? But most importantly, how do I avoid this in the future?</p>
"
